*special,0user_handle,2-sat,binary search,bitmasks,brute force,chinese remainder theorem,combinatorics,constructive algorithms,data structures,dfs and similar,divide and conquer,dp,dsu,expression parsing,fft,flows,games,geometry,graph matchings,graphs,greedy,hashing,implementation,interactive,math,matrices,meet-in-the-middle,number theory,probabilities,schedules,shortest paths,sortings,string suffix structures,strings,ternary search,trees,two pointers
4,Bungmint,1,54,21,78,1,15,52,41,40,1,76,13,,,1,3,6,2,32,108,7,106,4,101,5,1,36,2,1,10,36,1,27,2,15,25
,sg78276397,,3,1,9,1,6,23,6,1,,6,,,,,3,1,,1,25,,21,,20,,,9,,,,5,,,,1,3
1,YuJiahe,2,32,21,69,,18,51,48,17,9,70,4,1,,2,4,5,4,10,115,2,65,4,108,1,,17,1,,1,38,,35,,11,32
,DeepOcean,,8,6,11,,4,18,14,6,,9,3,,,,,3,,1,24,,15,5,30,1,,4,,,1,9,,4,1,2,2
6,aufannn,,44,23,156,,19,135,30,20,1,69,6,2,,2,16,13,5,17,273,4,351,,334,,,56,4,,7,96,,81,1,4,23
16,Wansur,5,134,43,141,1,18,165,144,59,17,122,26,1,,1,12,16,1,53,275,10,284,24,264,2,4,50,6,1,12,128,2,63,1,39,59
,andreyDagger,1,11,10,38,,11,45,13,13,2,31,7,,,2,2,2,1,16,80,2,39,3,74,2,,22,1,,2,27,1,22,1,10,10
,omsincoconut,,6,5,14,3,6,22,13,8,,11,1,,,,2,5,,5,30,,35,2,51,,,14,,,,20,,8,,6,7
3,dannalc,,18,10,43,,9,38,22,10,,23,8,1,,1,3,5,,9,85,3,55,1,74,,1,14,1,,1,24,,30,,5,18
4,SmolBrain,,82,55,179,1,41,183,105,72,11,165,19,3,,9,12,17,6,78,349,16,278,14,310,3,1,92,7,1,32,117,1,74,4,38,61
,liuhangxin,1,19,18,18,,12,37,76,21,9,84,17,,2,3,5,4,3,39,45,9,30,7,46,,2,15,14,,5,17,1,11,3,26,2
4,keenlf,,77,48,66,2,32,78,205,80,45,139,52,2,4,12,8,12,5,88,120,13,80,25,130,10,6,58,23,,26,60,8,28,6,101,30
,nifeshe,,2,1,6,,,5,2,2,1,2,1,,,,2,,,2,13,1,15,,9,,,,,,1,6,,6,,2,2
14,piasticOuO,1,10,10,26,,5,32,23,14,3,29,9,1,,,1,3,1,10,40,,21,4,32,,,11,1,,4,12,,13,,11,2
,Weobe,,6,2,9,,,9,5,4,,12,2,,,1,,3,1,6,26,,22,1,27,,,7,,1,1,10,,7,,1,2
1,janY_,1,35,22,59,,18,65,37,23,1,41,21,,,,7,8,,18,125,2,86,2,115,,,23,2,1,4,37,,43,3,11,19
4,AbdelmagedNour,1,61,26,106,1,6,79,29,47,3,49,16,2,1,3,11,11,4,39,164,8,212,2,207,,7,87,3,,19,55,,48,1,9,33
17,pring,,34,20,263,1,17,152,16,19,1,45,4,1,,1,13,24,2,12,320,1,641,1,433,,,61,3,1,5,118,,123,1,7,10
3,Drakkon,1,54,31,114,,28,109,72,36,7,112,9,3,1,2,10,9,4,33,225,10,243,5,194,8,,41,2,3,12,99,1,68,1,26,44
,plevande,4,10,3,27,1,9,36,13,4,,24,2,,1,1,3,3,1,6,53,3,34,,57,,,15,1,,2,15,,13,,1,12
,Saquariu,,11,13,16,,13,22,18,10,5,22,4,,1,2,4,4,1,10,33,1,24,2,40,,1,8,2,,3,16,,8,,12,13
1,lotusblume,,9,7,26,1,6,31,14,3,,15,2,,,,3,3,,5,47,1,45,1,54,1,,5,,,1,16,,9,,3,5
,Gergyg,1,10,5,22,,3,32,16,4,,15,,,,1,4,1,,3,57,,44,,38,1,,5,,,1,18,1,13,,3,9
1,JustNik77,,54,19,125,,13,70,59,46,5,131,17,2,,2,8,11,4,49,171,3,208,2,161,4,,44,3,,22,70,1,37,2,20,36
2,Nevll,,10,6,26,,5,20,5,5,,15,2,,,,1,1,1,5,49,,67,5,66,,,10,2,,2,20,,19,,3,3
6,Tx_Lcy,1,113,60,165,1,53,188,199,114,21,235,42,,,5,20,13,1,117,367,12,221,17,265,5,5,83,13,2,38,110,4,66,7,79,69
2,kolomig0r,,19,12,81,,8,65,17,7,,26,5,,,3,2,4,4,9,117,2,100,1,136,,,30,1,,2,43,,35,,7,11
,LoboLobo,,13,14,25,,5,22,18,10,4,25,3,,,1,,2,,9,46,1,20,2,34,,3,10,1,,5,13,,3,,13,9
1,EgorUlin,,7,,11,,3,11,10,3,,6,1,,,,,1,,3,28,,34,,21,,,1,,,1,11,,6,3,2,9
,enzopsm,1,19,18,41,1,6,64,35,16,4,28,9,,,1,6,3,,15,102,2,62,5,61,3,,9,,,6,32,1,17,,11,13
2,harsh__h,,54,23,106,1,27,107,49,22,3,85,4,,,1,30,18,1,27,192,3,175,2,225,2,1,63,4,,9,73,,40,2,15,22
2,toniskrijelj,3,37,12,48,,13,50,27,18,6,49,3,1,,1,3,5,1,25,75,3,39,4,69,2,1,17,2,,9,28,3,10,2,7,16
7,Psychotic_D,,25,16,83,,7,81,36,30,2,38,12,1,,2,7,7,4,27,160,5,183,3,147,,1,24,1,,6,57,,47,,12,20
9,mychecksdead,,37,11,66,,21,75,49,21,3,77,7,,,2,8,15,1,24,172,10,115,8,159,1,,46,6,,5,81,,27,3,19,30
2,pwned,,15,9,55,,9,21,25,3,,21,,,,1,2,3,1,1,66,4,98,3,87,1,,15,2,,2,24,,30,,1,7
1,DerrickLo,1,26,4,41,2,15,35,39,20,6,40,12,,4,1,6,10,1,25,65,7,41,3,71,2,1,21,6,,11,31,2,22,,16,17
1,jiaosiyuan,2,20,20,21,,14,21,69,22,21,57,16,,3,6,1,3,3,27,49,1,15,1,44,2,,12,7,,4,20,6,19,1,28,10
4,ORzyzRO,3,22,20,50,,14,50,36,18,3,58,5,,,3,5,1,1,18,102,5,65,3,97,1,5,26,3,1,5,38,4,22,2,11,14
3,geospiza,1,66,31,177,2,47,169,95,35,5,114,14,,6,7,14,17,6,46,273,8,217,13,288,4,,93,7,,14,102,4,56,3,22,30
1,masonpop,,35,19,42,,25,52,53,21,3,51,15,,,1,4,3,1,34,97,6,42,4,104,2,,27,9,,22,33,,21,,18,18
1,Shayan86,1,17,8,45,,6,44,28,21,4,36,4,,1,,5,2,2,18,84,1,87,,60,1,,6,1,1,6,23,1,24,,7,6
1,sunkuangzheng,,7,6,11,,7,14,6,4,,15,5,,,,1,1,,2,37,,34,,30,,5,9,,,,11,,6,,2,11
,Tima3,4,37,20,55,,16,70,70,35,9,54,7,1,,3,7,6,1,43,107,12,91,4,83,2,1,34,9,1,11,44,1,29,4,19,20
,ahsoltan,1,42,16,56,1,19,78,52,20,4,58,6,1,1,1,8,6,1,16,116,5,71,6,106,1,,29,5,3,5,46,,17,5,13,29
6,sdyakonov,,21,6,46,,6,59,9,7,1,22,1,,,2,2,,3,6,106,3,111,6,119,,,29,1,1,2,28,,34,1,4,6
1,Vassu05,1,21,19,46,,7,68,26,8,3,26,4,,,1,10,4,,5,119,2,85,3,78,2,,9,2,1,1,39,1,28,1,5,19
,sputn1k,,3,,8,,1,13,7,,,4,4,,,,1,1,,,20,,17,,22,,,5,,,1,6,,6,,,4
3,Atekichan,1,18,15,56,,8,57,18,24,2,44,4,1,,1,6,4,1,19,97,5,114,4,74,3,,19,2,,12,38,1,19,1,14,9
,TMM233,,18,2,25,,4,25,10,2,,9,2,,,,1,6,,3,42,1,37,1,54,2,,8,,,,19,,14,,2,8
5,shenfe1,2,36,21,81,,10,86,50,46,3,42,12,,,1,9,5,1,51,179,9,175,4,132,2,,36,2,,30,65,1,39,2,13,25
1,WQhuanm.,,110,58,131,3,43,114,124,51,10,106,26,2,,2,12,12,1,50,230,17,157,10,223,1,6,58,1,,14,67,2,61,3,28,58
,akua,1,57,25,99,1,58,95,74,39,7,100,14,,,6,9,5,2,38,213,5,186,,211,2,3,41,8,,11,88,,49,1,30,48
3,Hamed_Ghaffari,,19,7,43,,9,28,24,15,5,36,2,1,,1,2,8,3,8,99,2,149,3,87,,,15,,,2,56,,35,,3,14
4,hqmm,,3,2,19,,2,15,11,9,2,16,4,1,,,,2,,11,39,1,21,,27,,1,5,,,2,5,,15,,7,2
2,a_garg,,21,14,47,1,13,78,31,18,1,40,4,,,1,11,4,,17,130,4,88,3,81,,,27,1,,4,35,,12,1,9,14
,Tobo,,8,10,19,,3,25,19,8,1,11,4,,,1,5,1,1,6,52,1,48,,34,1,,3,,,2,17,,11,,7,8
,Shifted,,29,10,29,,6,31,22,10,1,19,7,,,1,4,5,,10,58,,52,1,47,1,,7,1,,4,27,,15,1,6,12
12,stefanopulos,1,287,117,289,1,73,188,692,236,61,593,108,,,7,13,35,5,227,632,30,570,9,408,3,3,128,5,1,55,315,17,184,14,201,173
2,daduoli,,23,21,41,1,15,40,71,24,11,79,15,,,2,1,5,1,25,73,12,47,4,65,2,,16,8,,9,19,17,45,,30,24
6,Gamal74,1,51,27,113,,20,97,86,65,7,74,22,2,,2,5,2,2,69,207,10,259,4,171,2,2,40,4,1,30,92,,61,1,37,33
,samliu12,,16,9,30,,12,26,20,9,,36,2,,,,3,4,,7,54,3,57,1,58,,,9,,,1,28,,22,,8,12
2,Teja-Smart,1,45,17,93,1,19,103,41,31,2,85,11,,1,1,7,11,1,24,180,6,174,4,190,1,1,46,4,1,7,59,2,52,7,14,28
4,aniket_kundu,3,77,54,155,1,37,181,91,31,5,131,15,,1,4,10,15,2,43,311,13,205,19,287,5,1,73,3,1,14,98,4,58,2,21,53
,xx_mmc,,4,,2,,5,14,3,2,,11,2,,,,6,,,2,28,4,11,2,15,,,4,2,,,7,4,10,,,4
1,asxziill,,16,8,45,,15,54,24,11,2,26,8,,,1,,7,,12,106,2,77,3,84,,1,24,,,3,34,,28,,4,14
8,Issa,1,152,48,172,,25,119,236,110,31,217,50,2,,2,10,13,4,80,344,16,370,8,279,3,4,51,3,2,26,142,3,100,3,91,94
,Xc4l16r3,,33,17,60,1,9,70,35,21,1,61,5,,,1,4,9,,30,107,5,56,13,104,3,,33,3,,10,44,,17,5,16,15
2,21cs01033,,21,2,43,,7,53,17,3,1,20,2,,,,9,10,,5,117,1,106,,101,,,13,2,1,1,33,,26,5,1,13
,BladeRunner,1,17,18,41,1,8,62,26,12,,31,2,,,1,7,6,,11,101,2,68,4,80,2,,16,,,,31,1,16,,8,14
,_TEA_,,65,22,89,1,26,100,82,24,7,74,15,,1,1,10,6,1,22,194,11,109,3,142,,1,27,5,1,9,65,1,30,3,20,42
1,serialcomder,1,65,38,72,2,33,127,81,64,4,70,24,,1,6,15,10,3,39,182,7,131,8,152,,,50,8,1,12,71,,25,,39,38
4,shcal,,8,9,16,,5,19,9,6,1,9,1,1,,,1,3,,4,28,2,27,4,27,,,3,2,,1,14,,7,,3,5
3,tilenn,,22,9,50,,11,53,23,12,,21,4,1,,1,2,7,,9,107,2,66,2,96,,,18,1,,1,32,,28,,7,16
,zhenghanyun,,23,11,41,2,7,71,35,13,3,67,4,,,2,23,5,3,10,108,1,42,16,88,1,,30,2,,2,44,,9,,8,14
18,arash.,2,29,28,67,,14,88,48,71,1,59,27,4,,1,12,7,3,82,126,13,123,2,102,1,1,16,5,,45,39,8,60,,35,15
,Inkyo,,11,12,17,,,27,23,9,,19,5,,,,3,,,13,45,3,23,,39,2,,3,,,3,14,4,4,,9,9
,caoshurui,,75,36,111,,26,102,94,91,2,165,36,2,,,10,5,3,94,252,18,221,5,203,2,2,51,7,,22,111,5,59,,61,54
10,ender_shayan,,32,20,60,1,15,87,41,16,1,40,7,1,,1,8,9,,19,129,5,69,2,133,,,34,2,,6,41,,36,1,10,20
,nickbelov,,26,4,50,,11,53,32,15,2,36,5,,,1,6,4,,16,118,1,104,1,90,,1,23,2,1,5,39,,22,3,6,23
3,cowwycow,,18,9,47,,22,37,20,3,,39,1,1,,,1,6,2,,72,1,94,,116,1,,29,,,1,26,,36,,4,12
2,TJLG-fly,1,33,10,116,1,9,98,24,10,,57,,1,2,3,16,15,5,11,226,4,296,,255,,,55,3,,5,86,,80,1,7,25
,gigachau,,23,4,30,,8,31,13,4,3,37,1,1,,1,2,5,,7,52,4,34,3,49,2,,20,,,2,22,,9,1,1,15
,liqixian,,31,10,57,1,14,44,25,8,,15,3,,,1,3,6,,10,105,2,49,,107,,,41,1,1,1,33,,28,,,20
,yangchang,,15,11,16,,12,18,51,11,7,45,6,,4,6,2,9,1,15,26,7,20,5,45,5,1,10,8,,2,20,4,5,,13,2
,LUlululu1616,3,32,14,20,1,11,25,81,49,10,62,23,,,2,4,,1,51,60,5,34,2,48,3,,11,3,1,7,36,5,21,,50,13
,waste_,,10,3,13,,3,16,15,3,,10,2,,,,2,1,,5,25,2,12,,31,1,,10,,,3,13,1,5,,4,9
,edisnimorF,,24,16,27,2,5,18,77,23,14,51,8,,3,,2,6,,20,32,6,25,4,39,6,2,12,4,,5,8,8,9,,26,11
,knightmare_,1,36,11,40,,10,74,38,3,2,20,3,,,1,11,5,,6,132,3,81,4,103,1,,30,,1,1,43,1,21,4,1,23
8,TimeWarp101,,32,14,95,,9,103,36,10,1,44,7,1,,,10,7,2,15,171,5,189,3,167,1,,39,2,,6,52,,38,1,7,26
1,Farmer_D,3,41,38,37,1,55,43,129,55,36,123,18,,2,5,3,4,3,46,78,7,32,,82,4,2,51,18,,11,19,7,13,2,70,17
,CTHOOH,,4,,11,,5,15,9,7,3,8,2,,,2,1,2,1,9,20,,14,4,16,,1,1,2,,1,12,,4,,6,5
,milet,,15,15,47,2,13,56,27,9,,20,4,,,1,4,6,1,7,101,4,77,1,88,1,,18,2,,2,31,1,24,,4,18
2,NeroZein,1,65,20,132,1,15,80,67,29,4,102,9,2,,2,6,3,4,24,200,7,260,3,179,2,,47,3,,8,87,1,55,1,17,42
1,Vania_Javadi,,87,34,94,,31,111,58,41,7,117,21,1,,1,11,11,2,42,242,4,210,2,226,,2,48,5,,23,84,,63,,24,47
,vrintle,,31,24,91,,21,108,43,15,3,71,7,,,3,7,6,3,16,195,3,118,5,195,1,,46,3,,5,64,,39,2,8,20
9,GreatDevResh,,4,1,7,,,9,3,1,,4,,1,,,,2,,,17,,13,1,13,,,4,,,,4,,3,,,
,efishel,,15,14,42,,6,47,18,11,2,28,5,,,,7,9,,10,67,6,58,,81,,,21,,,5,30,3,16,1,7,10
,I_Love_Diar_Narumov,,13,3,21,,6,16,20,5,5,26,3,,,2,1,1,2,4,33,2,18,2,38,,,6,,,1,18,,7,,4,13
,rikka_lyly,,11,10,16,,2,19,8,6,2,17,4,,,,3,1,1,11,44,1,17,,28,,2,3,,,5,13,1,5,,7,8
2,chennie,,25,12,42,,3,44,28,12,3,21,6,,,,3,1,1,6,84,4,57,1,58,,,14,1,,5,31,1,26,,5,17
4,Circling,,18,13,22,,7,31,21,7,5,24,7,1,,,6,5,,8,53,2,27,9,54,,,12,2,,4,20,,15,1,10,3
4,domovonok,,12,11,38,,9,33,6,24,,33,5,,,1,4,3,,21,82,,71,1,71,1,,9,1,,11,33,,22,,16,13
6,Untrii,3,19,7,66,,10,41,14,15,,24,7,,,1,1,10,2,18,80,3,106,1,78,,,18,1,,1,26,,24,1,5,12
6,mohammadsam,,45,14,74,,18,76,35,17,8,40,3,2,,2,9,12,2,12,173,3,186,5,169,,,33,,,2,65,,49,,11,23
,cxlian,,19,8,32,,7,34,29,12,2,33,4,,,,6,4,,11,66,9,58,,69,,,15,,,2,27,6,25,,9,15
3,Auroraa_,,28,10,48,,9,40,37,32,,29,22,1,,2,3,3,,28,97,1,79,3,92,,,18,,,4,34,,32,,21,14
,AbdoSa3d,1,31,23,66,1,8,96,44,5,4,35,4,,,2,11,5,2,4,182,5,115,,133,1,,25,,1,2,63,1,34,1,1,33
2,Gwynbleidd_,2,81,30,139,,29,156,77,36,4,126,13,,,2,21,14,4,32,326,8,286,2,301,2,2,82,5,1,12,127,5,97,3,18,59
4,Oreki.,,15,9,44,,11,50,12,4,1,19,5,,,,11,5,2,1,92,1,68,1,88,,,20,1,,2,35,,29,1,2,12
,konghaojie,,22,13,41,,7,48,26,11,1,24,5,,,,13,4,,10,81,4,62,2,75,,,15,,,2,28,1,22,1,7,10
1,shattershade,3,62,40,121,3,29,138,69,34,10,112,15,,12,2,15,17,,36,228,6,145,8,233,1,,59,3,1,13,77,1,55,4,17,40
,weirdflexbutok,,99,36,143,1,40,159,103,69,3,114,42,1,,1,13,11,,64,321,12,228,15,271,2,,60,4,,23,133,,63,1,36,59
,LoganGD,,15,7,67,,9,49,13,12,,24,2,1,,1,3,7,2,11,91,3,152,,86,1,,24,3,,4,42,,31,1,5,8
4,FransValli,,30,26,62,,43,53,28,23,2,38,7,,,1,15,5,2,16,87,4,87,2,88,,,18,1,,8,44,,18,1,9,17
1,Thanhs,,10,6,46,,5,22,27,6,8,26,4,1,,8,2,4,4,9,50,3,84,1,53,,,8,1,1,3,17,2,31,1,7,8
1,Tamora,1,34,24,96,1,32,105,43,37,4,58,9,,,1,11,14,1,35,195,9,194,1,163,1,,39,2,3,14,79,1,48,2,11,28
2,bananasaur,,17,9,62,,8,65,24,5,1,22,2,1,,,6,8,1,3,151,2,158,,119,,,17,1,,1,48,,41,,4,10
1,shstyle,,23,6,47,4,14,44,31,10,1,27,8,,,,4,2,,8,90,6,59,4,114,,3,36,5,,4,28,,30,,7,16
5,DualRed,,19,5,41,,7,39,20,8,1,28,2,1,,1,4,5,,10,75,3,38,1,69,,,22,1,,4,23,,20,2,6,13
3,Rushdi,,103,56,175,,30,175,102,36,5,124,24,1,,3,15,28,3,32,417,7,340,9,363,2,1,70,5,3,5,154,,92,8,21,52
,Fork512Hz,,1,1,8,,2,4,4,,2,3,2,,,,2,,,,11,,7,,14,,,2,,,,3,,2,,,1
,Empty_Dust,,17,10,35,,9,36,29,16,5,37,4,,,,13,2,2,16,79,3,43,,61,,,13,,,2,30,,18,,15,10
2,Lyamzin_alexandr,,27,9,85,,11,77,23,10,1,33,1,3,,2,9,18,1,14,130,4,163,1,152,2,,33,3,1,4,40,,24,,2,8
11,rte,,54,21,95,,22,112,62,39,2,65,19,1,,2,12,14,2,46,231,8,153,1,190,1,1,35,5,1,14,86,1,63,1,34,39
1,CHROMIUM00,1,43,23,76,,16,102,45,19,1,38,11,,,1,10,10,1,26,168,5,129,9,177,,2,32,3,,6,50,1,47,1,12,31
,elijjah,,26,8,31,,9,43,18,8,,31,6,,,1,6,7,1,10,73,4,53,1,77,,,14,,,2,34,,22,3,5,16
11,Moyou,,20,18,33,2,15,53,96,50,10,87,27,1,,1,5,4,,52,103,18,63,2,70,5,,23,6,1,17,46,2,13,1,31,10
4,MUZAN,1,80,41,107,,28,126,102,40,6,77,19,1,,,8,10,,44,234,26,187,,211,,,67,1,2,21,87,8,82,3,25,46
1,chenhongrui,1,45,21,38,,47,53,113,92,11,146,40,,2,6,10,12,,82,88,17,70,6,83,2,5,25,13,1,26,47,3,20,,67,14
12,alexok2006,,35,23,94,1,19,112,41,34,,68,8,1,,1,6,8,,34,208,5,142,5,167,,1,32,2,,8,66,,56,,22,25
7,targeter2004,,17,14,31,,11,38,19,5,,44,2,1,,1,3,4,,4,88,2,50,4,64,2,,17,4,3,1,20,,30,,3,14
,pk_27,1,47,23,88,,16,115,63,31,5,65,12,,,2,9,10,,38,201,8,153,5,154,2,2,42,4,2,9,66,2,42,1,24,33
1,MuhammadSawalhy,1,51,36,74,6,25,95,62,24,4,65,9,1,,2,12,11,,20,174,3,116,5,139,2,,49,13,,7,66,2,27,2,24,27
2,IceWolf898,,29,11,99,,19,78,26,19,,39,6,2,,,12,15,1,16,157,2,248,1,161,2,1,30,4,1,3,67,,55,2,9,25
,mushanyu,,25,14,50,,15,68,30,20,2,42,5,1,,1,4,10,,18,101,2,71,10,108,1,2,29,4,,5,39,,23,1,12,19
4,psychobot,,20,12,54,,12,47,17,21,2,40,4,,,1,2,5,1,35,105,4,77,4,108,1,1,26,,,5,37,,22,,9,15
,shiqiaqiaya,1,44,22,62,,16,103,61,36,8,70,18,,,1,11,11,1,31,160,5,91,2,155,1,,31,4,,6,54,,28,2,23,22
,BowTen,,60,26,79,,17,94,85,30,12,69,13,,,1,13,12,,19,171,5,98,8,165,,1,31,3,,8,70,1,40,5,24,34
5,joaozao,1,36,44,99,2,15,78,89,31,6,78,20,1,,1,7,4,1,32,170,11,160,6,158,24,2,44,13,2,9,62,1,61,1,21,32
6,Frus,,7,24,49,1,10,52,14,7,1,30,1,1,,1,4,2,1,5,93,,90,,92,,,20,1,1,1,28,,23,,5,8
,no_RED_no_DEAD,,8,8,12,,7,12,14,2,4,14,2,,,,2,,1,3,19,,14,,18,,4,5,,1,1,10,,9,,6,2
7,A_cat_with_a_hat,,13,3,19,,3,17,12,1,,8,2,1,,,,6,,2,33,2,19,3,32,,1,7,,,1,9,,18,,,5
,candy34,,21,13,38,,4,46,24,24,2,24,8,,,,10,3,2,13,78,1,45,1,52,,,8,,,6,36,,19,,22,17
1,soup,8,12,5,26,1,4,37,14,10,1,14,8,,1,1,1,7,1,10,75,1,43,,76,,,14,1,1,2,23,1,13,,5,8
,ventusliberum,,22,11,22,,6,46,28,6,2,25,5,,,1,2,5,,7,58,3,31,2,45,1,,13,,,4,23,,11,,,7
30,Olympia,2,91,50,208,9,77,242,110,117,5,208,36,1,2,7,36,27,4,141,415,17,283,20,451,3,1,111,21,1,38,142,3,92,7,54,62
1,Aboeldahab,,97,65,210,,40,205,102,59,3,123,24,1,,2,14,38,1,56,398,12,325,9,549,2,1,122,3,,19,129,1,76,2,25,61
21,hocln,4,223,83,393,2,65,325,215,107,20,202,52,4,1,5,28,20,6,78,709,32,740,16,660,6,3,190,5,1,29,300,9,202,4,64,116
,2497201210,2,22,8,36,,7,53,22,7,1,18,3,,,,5,3,,9,66,2,32,3,54,,,9,,,3,29,2,13,,4,13
20,Desh01,,45,37,152,,13,146,137,52,21,73,14,3,,2,13,19,3,19,302,16,325,2,305,2,,79,4,,5,95,,80,,53,44
1,zeemanz,3,84,47,92,4,25,77,79,45,2,89,20,,,,8,12,,45,182,14,86,1,181,,4,56,,,11,72,,41,4,29,34
9,Chifwin,1,26,15,61,,9,67,26,9,1,31,5,,1,3,3,8,2,10,153,7,124,3,123,,,12,1,1,1,59,,31,2,2,17
1,TJUHuangTao,,30,24,55,,11,62,36,21,1,38,7,,,,6,6,,12,110,2,76,2,104,,,20,1,,7,46,1,28,,22,21
,maghrabyJr_,1,41,21,95,1,77,69,38,19,7,94,7,,,1,9,6,,20,136,9,102,6,175,2,2,65,26,,6,39,1,29,1,11,23
10,ibrahimwq,,79,34,159,,30,171,111,57,7,143,9,4,,2,10,12,3,54,385,6,328,9,300,2,3,56,6,2,18,132,,83,2,36,62
,Charming,2,25,12,44,1,10,50,32,13,3,35,6,,1,3,5,15,1,10,99,4,59,9,51,1,,4,3,,7,33,1,24,1,9,16
3,shubhamgrg1000,1,120,67,182,,54,198,123,60,7,208,19,1,,6,16,18,6,64,382,18,280,13,323,6,,112,6,1,18,156,2,75,3,34,86
,Satinii,,10,2,12,,3,14,8,3,1,10,,,,,1,,,3,28,,21,,19,,,8,2,1,1,14,,5,,1,5
,MarcusL,,19,7,36,,6,49,21,5,,13,2,,,1,2,5,,5,86,3,52,1,70,,1,16,,,1,27,,19,,2,9
,Kev2103,,44,23,76,,12,95,40,30,,58,11,,,4,5,10,4,27,168,9,92,6,117,2,,30,2,,6,53,4,49,,6,36
,shleep,,13,7,18,,6,18,13,8,,14,6,,,,2,,,7,44,1,17,,38,,,4,,,4,12,1,15,,8,9
1,MoLotfi,1,42,27,83,,23,116,53,19,3,61,7,,,3,7,10,3,19,230,5,135,3,197,3,,42,1,1,5,72,1,51,,12,30
