user_handle,problem_id,timestamp
bronze_coder,1095:B,1672071580
bronze_coder,1767:D,1671216065
bronze_coder,1762:D,1671198105
bronze_coder,1766:D,1671048739
bronze_coder,1771:C,1670858758
bronze_coder,1771:B,1670803973
bronze_coder,1758:E,1670796803
bronze_coder,1771:A,1670792108
bronze_coder,1761:D,1670379378
bronze_coder,1761:C,1670372221
bronze_coder,1761:B,1670371024
bronze_coder,1761:A,1670370091
bronze_coder,50:A,1669825829
bronze_coder,1764:C,1669482524
bronze_coder,1764:B,1669482264
bronze_coder,1764:A,1669482206
bronze_coder,1760:E,1669069973
bronze_coder,1760:D,1669068640
bronze_coder,1760:C,1669067967
bronze_coder,1760:B,1669067828
bronze_coder,1760:A,1669067734
hyman00,1680:D,1652515218
hyman00,1680:E,1652512524
hyman00,1674:E,1651566095
hyman00,1510:A,1651391241
hyman00,1673:F,1651338264
hyman00,283:B,1651313853
hyman00,1354:D,1651309130
hyman00,undefined:302,1650697713
hyman00,306:C,1650095255
hyman00,268:D,1650093245
hyman00,1666:E,1650031149
hyman00,1666:I,1649859646
hyman00,1666:C,1649856515
hyman00,1666:L,1649855894
hyman00,1665:D,1649494120
hyman00,undefined:276,1649484822
hyman00,277:D,1649339477
hyman00,1648:D,1648549493
hyman00,1656:E,1648270027
hyman00,1656:C,1648266871
hyman00,1656:D,1648264761
hyman00,1656:B,1648215015
hyman00,1656:A,1648214815
hyman00,1657:F,1648046339
hyman00,undefined:195,1647677166
hyman00,undefined:196,1647676063
hyman00,undefined:193,1647675442
hyman00,100199:A,1647674180
hyman00,85:D,1647660400
hyman00,1027:E,1647512894
hyman00,893:E,1647510050
hyman00,1140:E,1647506977
hyman00,710:E,1647503023
hyman00,792:C,1647444685
hyman00,1303:E,1647442198
hyman00,846:C,1647440388
hyman00,1612:E,1647437361
hyman00,1648:C,1647266242
hyman00,142:C,1647262692
hyman00,1425:E,1647253616
hyman00,446:B,1647252440
hyman00,19:D,1647246314
hyman00,1647:D,1647076609
hyman00,1065:D,1647068448
hyman00,622:F,1646478896
hyman00,1641:C,1645868866
hyman00,1598:F,1644672739
hyman00,1634:D,1644648744
hyman00,1634:F,1644419930
hyman00,632:D,1643970267
hyman00,551:C,1643969754
hyman00,128:B,1643968846
hyman00,1301:B,1643967983
hyman00,1296:C,1643965738
hyman00,1485:B,1643964921
hyman00,1428:C,1643964354
hyman00,39:E,1643962731
hyman00,1632:E1,1643707052
hyman00,1632:E2,1643707049
hyman00,1633:E,1643702511
hyman00,1632:D,1643616438
hyman00,1632:C,1643615313
hyman00,1632:B,1643615308
hyman00,1632:A,1643615307
hyman00,254:D,1643444212
hyman00,1463:E,1643442083
hyman00,38:H,1643183848
hyman00,undefined:117,1643178144
hyman00,undefined:222,1643177946
hyman00,113:D,1643177536
hyman00,193:C,1643111210
hyman00,76:A,1643091271
hyman00,58:E,1642938674
hyman00,49:E,1642845647
hyman00,39:C,1642832553
hyman00,1615:E,1642336353
hyman00,1625:C,1642173344
hyman00,1625:D,1642170852
hyman00,1625:A,1642159115
hyman00,1625:B,1642158577
hyman00,1620:E,1641020768
hyman00,1620:D,1641016299
hyman00,1615:D,1640408542
yangster67,1426:D,1644560914
yangster67,1312:D,1644559522
yangster67,1516:D,1644558302
yangster67,1598:A,1644555446
yangster67,1579:G,1644516820
yangster67,1525:B,1644445596
yangster67,1525:A,1644445282
yangster67,1525:D,1644445082
yangster67,1525:C,1644440793
yangster67,1525:E,1644438876
yangster67,1610:E,1644426017
yangster67,1530:E,1644374706
yangster67,1607:H,1644348486
yangster67,1607:G,1644342080
yangster67,1551:C,1644294387
yangster67,1551:B1,1644291495
yangster67,1551:B2,1644291379
yangster67,1551:A,1644289661
yangster67,1551:F,1644287635
yangster67,1621:E,1644269933
yangster67,1623:D,1644264548
yangster67,1634:E,1644201233
yangster67,1538:A,1644102211
yangster67,1538:B,1644101904
yangster67,1538:C,1644101674
yangster67,1538:D,1644100881
yangster67,1538:F,1644097608
yangster67,1538:E,1644096907
yangster67,1615:D,1644094295
yangster67,1633:E,1644034834
yangster67,1536:D,1644015349
yangster67,1616:E,1644011307
yangster67,1614:C,1644007609
yangster67,1611:B,1643997921
yangster67,1538:G,1643941785
yangster67,1553:E,1643918670
yangster67,1543:C,1643909493
yangster67,1545:B,1643907777
yangster67,1547:G,1643862325
yangster67,1547:F,1643859562
yangster67,1551:D2,1643856194
yangster67,1551:D1,1643855198
yangster67,1555:E,1643851384
yangster67,1614:D2,1643818480
yangster67,1614:D1,1643818388
yangster67,1385:C,1643779642
yangster67,1352:E,1643779249
yangster67,505:A,1643778816
yangster67,149:A,1643778351
yangster67,489:D,1643778076
yangster67,1632:E1,1643748429
yangster67,1561:D1,1643741854
yangster67,1558:B,1643741722
yangster67,1558:A,1643740220
yangster67,1560:F2,1643676913
yangster67,1560:F1,1643664409
yangster67,1592:C,1643517055
yangster67,1534:D,1643514490
yangster67,1535:D,1643507433
yangster67,919:D,1643499747
yangster67,771:A,1643496961
yangster67,687:A,1643495771
yangster67,1167:C,1643494305
yangster67,893:C,1643493637
yangster67,1617:C,1643399300
yangster67,1617:B,1643388797
yangster67,1567:D,1643387947
yangster67,1574:D,1643353374
yangster67,1630:D,1643346884
yangster67,1631:B,1643310982
yangster67,1631:A,1643310602
yangster67,1630:C,1643309419
yangster67,1610:C,1643257637
yangster67,1582:E,1643233538
yangster67,1584:D,1643230707
yangster67,1598:E,1643222514
yangster67,1569:D,1643176919
yangster67,1600:E,1643174234
yangster67,1601:B,1643166512
yangster67,1625:D,1643139119
yangster67,1625:C,1643135495
yangster67,1625:B,1643134364
yangster67,1625:A,1643133849
yangster67,1593:F,1643092361
yangster67,1621:A,1643085857
yangster67,1621:B,1643084925
yangster67,1620:B,1643082293
yangster67,1620:A,1643081618
yangster67,1618:E,1643081078
yangster67,1618:G,1643070584
yangster67,1621:C,1643054592
yangster67,1606:E,1643050152
yangster67,1622:E,1642998793
yangster67,1615:C,1642981860
yangster67,1615:B,1642979423
yangster67,1628:D2,1642975074
yangster67,1628:D1,1642973015
flying,1691:E,1655293152
flying,1093:E,1655216244
flying,888:G,1654852689
flying,76:A,1654767137
flying,1658:E,1654661923
flying,1681:F,1654655374
flying,1076:D,1654596146
flying,1556:F,1654512579
flying,1527:D,1654507591
flying,1117:G,1654346482
flying,1156:E,1654336920
flying,1559:D2,1654235980
flying,1562:D2,1654092573
flying,1594:E2,1654090093
flying,1665:B,1654089928
flying,1389:F,1654000223
flying,1562:D1,1653905691
flying,1263:F,1653801499
flying,1217:F,1653738806
flying,1598:F,1653732709
flying,1598:E,1653730214
flying,1600:F,1653730203
flying,1592:E,1653730180
flying,601:E,1653636800
flying,813:F,1653634533
flying,1438:D,1653035637
flying,1670:E,1652943177
flying,1670:F,1652938275
flying,1670:D,1652929955
flying,1621:F,1652685640
flying,1679:F,1652623393
flying,165:E,1652599200
flying,1679:E,1652598252
flying,765:F,1652494843
flying,1574:D,1652340824
flying,1574:B,1652336513
flying,1574:E,1652334004
flying,1621:E,1652166614
flying,1621:D,1651980815
flying,1621:A,1651980800
flying,1621:C,1651977342
flying,1621:B,1651975745
flying,1673:E,1651748248
flying,1656:F,1651737173
flying,1656:E,1651552992
flying,1656:D,1651550853
flying,1656:C,1651549776
flying,1673:F,1651374997
flying,724:C,1650699105
flying,492:E,1650696278
flying,631:B,1650538637
flying,1654:F,1650453566
flying,1633:E,1650266589
flying,1288:F,1650254913
flying,1009:F,1649934157
flying,510:D,1649423111
flying,1311:F,1649398900
flying,1579:E2,1649395926
flying,1194:F,1648902969
flying,148:D,1648900236
flying,24:D,1648885892
flying,280:C,1648810590
flying,912:D,1648807118
flying,846:F,1648799732
flying,1129:D,1648726917
flying,455:D,1648690407
flying,830:C,1648643341
flying,785:E,1648634549
flying,961:E,1648630900
flying,1207:F,1648628174
flying,1476:G,1648540665
flying,940:F,1648459223
flying,877:F,1648211153
flying,617:E,1648200033
flying,86:D,1648112436
flying,1039:D,1648083087
flying,1446:D2,1648008343
flying,786:C,1647957066
flying,1654:D,1647915330
flying,1654:C,1647915313
flying,1654:B,1647915297
flying,1654:A,1647915283
flying,1648:C,1647834531
flying,1648:B,1647834519
flying,1648:A,1647834510
flying,1654:E,1647831866
jiangbowen,1593:F,1658154749
jiangbowen,1129:B,1658144912
jiangbowen,1129:A2,1658144875
jiangbowen,1129:A1,1658144840
jiangbowen,1130:C,1658144776
jiangbowen,1130:B,1658144723
jiangbowen,1130:A,1658144676
jiangbowen,899:E,1658134193
jiangbowen,1136:A,1658032333
jiangbowen,1136:B,1658032314
jiangbowen,1136:C,1658032289
jiangbowen,1136:D,1658032263
jiangbowen,1136:E,1658032239
jiangbowen,1190:D,1657971647
jiangbowen,1498:E,1657969369
jiangbowen,1132:F,1657961900
jiangbowen,1418:D,1657949772
jiangbowen,1152:D,1657936666
jiangbowen,1705:E,1657929561
jiangbowen,1142:B,1657880811
jiangbowen,1151:E,1657874047
jiangbowen,1151:D,1657874021
jiangbowen,1151:C,1657873992
jiangbowen,1151:B,1657873960
jiangbowen,1151:A,1657873907
jiangbowen,1147:C,1657809441
jiangbowen,1147:B,1657809396
jiangbowen,1147:A,1657809366
jiangbowen,1162:B,1657809276
jiangbowen,1201:D,1657799902
jiangbowen,1176:F,1657794758
jiangbowen,1183:H,1657789676
jiangbowen,1183:E,1657789614
jiangbowen,1322:B,1657788312
jiangbowen,1413:E,1657784868
jiangbowen,1409:F,1657783844
jiangbowen,862:D,1657782606
jiangbowen,1703:D,1657706024
jiangbowen,1174:F,1657549073
jiangbowen,1174:D,1657549039
jiangbowen,1174:C,1657548990
jiangbowen,1174:B,1657548963
jiangbowen,1174:A,1657548937
jiangbowen,1165:F2,1657535861
jiangbowen,1701:D,1657522565
jiangbowen,1701:C,1657522528
jiangbowen,1701:B,1657522495
jiangbowen,1185:G1,1657459389
jiangbowen,1185:F,1657459362
jiangbowen,1185:E,1657459335
jiangbowen,1185:D,1657459299
jiangbowen,1185:C2,1657459228
jiangbowen,1185:C1,1657459209
jiangbowen,1185:B,1657459170
jiangbowen,1185:A,1657459141
jiangbowen,1179:B,1657272696
jiangbowen,1179:A,1657272685
jiangbowen,1180:B,1657272668
jiangbowen,1157:F,1657184402
jiangbowen,676:D,1657100945
jiangbowen,629:C,1657096903
jiangbowen,1198:C,1657094633
jiangbowen,1198:B,1657008243
jiangbowen,1198:A,1657008226
jiangbowen,1230:F,1656936081
jiangbowen,1200:E,1656926741
jiangbowen,1200:D,1656926714
jiangbowen,1009:F,1656825852
jiangbowen,468:B,1656752413
jiangbowen,514:C,1656746751
jiangbowen,571:B,1656681362
jiangbowen,665:E,1656596326
jiangbowen,498:C,1656584015
jiangbowen,1698:D,1656547254
jiangbowen,1698:C,1656547196
jiangbowen,1698:B,1656547166
jiangbowen,1698:A,1656547090
jiangbowen,1495:A,1656501667
jiangbowen,1495:B,1656501642
jiangbowen,1251:A,1656496864
jiangbowen,1251:B,1656496853
jiangbowen,1251:C,1656496819
jiangbowen,1696:E,1656496362
jiangbowen,1696:D,1656496360
jiangbowen,1696:C,1656496359
jiangbowen,1696:B,1656496358
jiangbowen,1696:A,1656496356
jiangbowen,1245:F,1656495936
jiangbowen,1245:D,1656495936
jiangbowen,1245:C,1656495865
jiangbowen,1245:B,1656495842
jiangbowen,1245:A,1656495818
jiangbowen,8:C,1656420565
jiangbowen,18:D,1656339674
jiangbowen,128:B,1656235347
jiangbowen,10:C,1656148694
jiangbowen,730:I,1656078174
jiangbowen,1093:G,1656069012
jiangbowen,688:B,1655981396
jiangbowen,1257:E,1655941034
jiangbowen,1257:D,1655941003
jiangbowen,660:C,1655775320
jiangbowen,1263:F,1655694477
jiangbowen,1263:E,1655694454
jiangbowen,1263:D,1655694435
jiangbowen,1263:C,1655694401
jiangbowen,1325:D,1655543456
jiangbowen,1325:E,1655543416
jiangbowen,1513:F,1655461478
jiangbowen,888:G,1655457679
jiangbowen,1401:F,1655426013
jiangbowen,1666:J,1655386825
jiangbowen,888:F,1655117313
jiangbowen,1187:F,1654866929
jiangbowen,1690:F,1654667445
jiangbowen,1687:B,1654525388
jiangbowen,1485:F,1654508153
jiangbowen,1691:D,1654137710
jiangbowen,1498:D,1654000620
jiangbowen,1660:F2,1653660448
jiangbowen,1660:F1,1653660331
jiangbowen,1671:E,1653647991
jiangbowen,999:E,1653522971
jiangbowen,1682:D,1653273242
jiangbowen,1682:C,1653273222
asdsasd,1422:D,1601861099
asdsasd,1408:B,1601488144
asdsasd,1420:C2,1601014172
asdsasd,758:A,1600135233
asdsasd,723:A,1600135049
asdsasd,427:A,1600134962
asdsasd,1367:A,1600134832
asdsasd,732:A,1600134626
asdsasd,1343:B,1600134331
asdsasd,750:A,1600134025
asdsasd,155:A,1600133825
asdsasd,1154:A,1600133642
asdsasd,581:A,1600133546
asdsasd,1352:A,1600133449
asdsasd,472:A,1600133283
asdsasd,510:A,1599914968
asdsasd,996:A,1599914832
asdsasd,1335:A,1599914730
asdsasd,141:A,1599914408
asdsasd,520:A,1599914253
asdsasd,268:A,1599914098
asdsasd,1328:A,1599913853
asdsasd,785:A,1599913750
asdsasd,443:A,1599913603
asdsasd,228:A,1599913413
asdsasd,144:A,1599913328
asdsasd,1331:D,1599892975
asdsasd,1331:B,1599892787
asdsasd,1331:A,1599892354
asdsasd,469:A,1599889318
asdsasd,148:A,1599889056
asdsasd,200:B,1599888631
asdsasd,61:A,1599888551
asdsasd,486:A,1599888342
asdsasd,705:A,1599888171
asdsasd,1030:A,1599887899
asdsasd,344:A,1599887787
asdsasd,677:A,1599887669
asdsasd,136:A,1599887375
asdsasd,271:A,1599887035
asdsasd,467:A,1599886923
asdsasd,734:A,1599886750
asdsasd,41:A,1599886656
asdsasd,59:A,1599885622
asdsasd,110:A,1599885396
asdsasd,266:B,1599885159
asdsasd,617:A,1599884884
asdsasd,977:A,1599884790
asdsasd,116:A,1599884645
asdsasd,791:A,1599884535
asdsasd,546:A,1599884450
asdsasd,236:A,1599884344
asdsasd,266:A,1599884183
asdsasd,281:A,1599884069
asdsasd,339:A,1599883978
asdsasd,263:A,1599883867
asdsasd,112:A,1599883744
asdsasd,282:A,1599883621
asdsasd,50:A,1599883554
asdsasd,158:A,1599883516
asdsasd,231:A,1599876487
